episode,reward,mean100,epsilon,opponent_for_episode,win,tie,agent_score,best_score,score_diff,open3_traps,model_name,run_id,save_path,device,episodes_total,players,opponent_schedule,curriculum_switch_ep,lr,gamma,batch_size,buffer_size,target_update,eps_start,eps_end,eps_decay_episodes,open_box_penalty,combo_multiplier,base_box_reward,start_player_random,timestamp
30,-140.75732421875,486.60495980580646,0.986225,random,1,0,17,17,9,81,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
31,-329.71875,460.27193690884496,0.98575,random,0,0,10,15,-5,71,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
32,146.8585205078125,450.4777676463127,0.985275,random,1,0,14,14,3,87,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
33,883.6816711425781,463.6051586613511,0.9848,random,1,0,18,18,11,86,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
34,-264.9921875,442.1758249507231,0.984325,random,1,0,16,16,7,65,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
35,-457.703125,416.4649978092739,0.98385,random,1,0,13,13,1,100,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
36,-96.31982421875,402.2209749751621,0.983375,random,1,0,20,20,15,74,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
37,201.1085205078125,396.78550323280126,0.9829,random,1,0,21,21,17,78,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
38,-358.328125,376.914091963517,0.982425,random,0,0,11,14,-3,79,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
39,-368.9375,357.7896921695807,0.98195,random,0,0,12,13,-1,79,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
40,-400.15625,338.84104361534116,0.981475,random,1,0,19,19,13,94,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
41,-309.0546875,323.03870871008894,0.981,random,1,0,16,16,7,75,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
42,-385.5546875,306.1674373717535,0.9805250000000001,random,1,0,15,15,5,90,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
43,-129.25732421875,296.0412801254627,0.98005,random,1,0,18,18,11,79,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
44,-300.73046875,282.4782858328386,0.9795750000000001,random,1,0,23,23,21,87,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
45,-348.669921875,268.45277010599773,0.9791,random,1,0,13,13,1,93,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
46,-320.375,255.65216640804124,0.9786250000000001,random,0,0,12,13,-1,68,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
47,-359.71875,242.55916818659355,0.97815,random,0,0,10,15,-5,77,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
48,-412.125,228.9199146827062,0.9776750000000001,random,0,0,7,18,-11,85,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
49,-492.5625,214.19578377081424,0.9772,random,0,0,12,13,-1,103,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
50,-239.8330078125,205.11520793914795,0.9767250000000001,random,1,0,20,20,15,89,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
51,-222.2421875,196.7356511658313,0.97625,random,0,0,11,14,-3,55,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
52,-527.0,182.81765787418072,0.9757750000000001,random,0,0,3,22,-19,106,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
53,-244.982421875,174.74595825627165,0.9753,random,1,0,18,18,11,75,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
54,-408.078125,163.9529196774518,0.974825,random,0,0,10,15,-5,89,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
55,1654.2725067138672,191.04963944175026,0.9743499999999999,random,1,0,21,21,17,64,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
56,-182.0048828125,184.38795154435294,0.973875,random,1,0,17,17,9,72,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
57,-456.875,173.13772432427658,0.9733999999999999,random,0,0,8,17,-9,94,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
58,-375.0,163.6870739048925,0.972925,random,0,0,4,21,-17,76,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
59,-435.5,153.53136078786042,0.9724499999999999,random,0,0,4,21,-17,88,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
60,-248.875,146.82458810806276,0.971975,random,0,0,7,18,-11,52,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
61,400.78778076171875,150.98791913517186,0.9715,random,1,0,17,17,9,95,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
62,-103.22607421875,146.88769343591505,0.971025,random,1,0,21,21,17,77,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
63,-349.7421875,139.0046794528053,0.97055,random,0,0,9,16,-7,80,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
64,-254.8798828125,132.8502331674099,0.970075,random,1,0,20,20,15,88,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
65,-227.00732421875,127.31396305377666,0.9696,random,1,0,17,17,9,98,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
66,-353.875,120.02322118932551,0.969125,random,0,0,11,14,-3,74,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
67,-442.0,111.63481490291767,0.96865,random,0,0,7,18,-11,90,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
68,984.6816711425781,124.47373925938325,0.968175,random,1,0,19,19,13,66,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
69,-175.8798828125,120.12078821486321,0.9677,random,1,0,19,19,13,72,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
70,-330.96875,113.67665195465088,0.967225,random,1,0,16,16,7,74,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
71,2597.033760070801,148.65351263234314,0.96675,random,1,0,24,24,23,73,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
72,-256.375,143.02811662356058,0.966275,random,0,0,9,16,-7,54,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
73,170.9835205078125,143.41106736170101,0.9658,random,1,0,19,19,13,84,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
74,-445.5,135.45280969465102,0.965325,random,0,0,4,21,-17,90,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
75,-454.875,127.58177223205567,0.96485,random,0,0,6,19,-13,93,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
76,-322.169921875,121.66398678327862,0.964375,random,1,0,14,14,3,88,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
77,-498.0,113.61640253933993,0.9639,random,0,0,2,23,-21,100,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
78,1546.6475067138672,131.9885961826031,0.963425,random,1,0,21,21,17,86,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
79,-25.135986328125,129.99967741664452,0.96295,random,1,0,21,21,17,85,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
80,-529.375,121.75749394893646,0.962475,random,0,0,6,19,-13,108,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
81,-313.1171875,116.38867072117182,0.962,random,1,0,16,16,7,75,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
82,-346.2421875,110.74683098676728,0.9615250000000001,random,0,0,12,13,-1,80,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
83,-146.50732421875,107.64738333368877,0.96105,random,1,0,13,13,1,81,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
84,-372.5625,101.9305990082877,0.9605750000000001,random,0,0,12,13,-1,79,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
85,331.28778076171875,104.62891879362219,0.9601,random,1,0,17,17,9,109,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
86,14.239013671875,103.57787338522978,0.9596250000000001,random,1,0,15,15,5,75,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
87,-199.919921875,100.08939297993977,0.95915,random,1,0,15,15,5,64,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
88,-139.00732421875,97.37238482995467,0.958675,random,1,0,15,15,5,80,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
89,-357.5625,92.26075691051697,0.9581999999999999,random,0,0,12,13,-1,76,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
90,-461.75,86.10508183373345,0.957725,random,0,0,6,19,-13,94,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
91,-203.8330078125,82.91894898047813,0.9572499999999999,random,1,0,21,21,17,82,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
92,-529.75,76.25950388286425,0.956775,random,0,0,8,17,-9,108,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
93,-147.5048828125,73.85343520872054,0.9562999999999999,random,1,0,17,17,9,65,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
94,-304.61328125,69.82719354426607,0.955825,random,1,0,14,14,3,77,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
95,-367.3125,65.22572308590537,0.9553499999999999,random,0,0,9,16,-7,77,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
96,-300.09375,61.42031190792719,0.954875,random,0,0,11,14,-3,66,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
97,309.78778076171875,63.980801277553915,0.9543999999999999,random,1,0,16,16,7,113,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
98,-351.6171875,59.74000547370132,0.953925,random,1,0,13,13,1,82,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
99,9574.770190238953,155.85142148143115,0.9534499999999999,random,1,0,22,22,19,80,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
100,3995.175640106201,194.24466366767882,0.952975,random,1,0,22,22,19,88,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
101,-319.8125,195.73653866767884,0.9525,random,0,0,7,18,-11,67,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
102,-274.828125,197.04013241767882,0.952025,random,0,0,10,15,-5,62,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
103,-263.96875,196.88214413642882,0.95155,random,1,0,14,14,3,59,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
104,-514.0,182.90782742500306,0.951075,random,0,0,1,24,-23,103,Curriculum,20250831-131750,models/Curriculum.pth,mps,10000,2,curriculum,9000,0.001,0.99,256,100000,1000,1.0,0.05,2000,5.0,1.5,1.0,True,2025-08-31T13:47:41
